sector,macro,tau,alpha,beta,t_beta,pseudo_r2
XLE,US10Y,0.75,0.010522436046206183,0.0026199277877944427,2.8976676044030727,0.026732759981714316
XLE,US10Y,0.9,0.017036410198222763,0.003433692147385186,3.1695409413591937,0.03619741845783819
XLE,US10Y,0.95,0.020791682956529493,0.0029025064491841413,2.0881690307698317,0.04356445108550533
XLE,US10Y,0.99,0.02912494258519956,0.0051722592317321086,2.650303112256319,0.11280231161915244
XLE,VIX,0.01,-0.04145398807227852,-0.010120541052824802,-1.120494156329291,0.3831033486807761
XLE,VIX,0.05,-0.024951120484754383,-0.009997941992630705,-1.9400861502639761,0.15196292499456365
XLE,VIX,0.1,-0.015490921287326246,-0.0060932289144366965,-2.8039851287526596,0.08837633496198816
XLE,VIX,0.25,-0.007669701435480327,-0.006285319986374414,-5.236937385370779,0.05750696876388861
XLE,VIX,0.5,0.0025639059058239102,-0.00443041065534783,-4.701428472736437,0.024114893449904806
XLE,VIX,0.75,0.010405576498445075,-0.005306664447315841,-5.679923165159438,0.03916395264748329
