,VIX,US10Y,US2Y,DXY,OIL,CREDIT_SPREAD,CPI,FED_FUNDS
VIX,1.1029382602828884e-11,0.14232092360115003,0.016520826749682783,0.11261553872203262,0.4071083562349985,0.031250423769706756,0.26398542521136237,0.024269853843178025
US10Y,0.08137622720422434,0.3147154450026672,0.08362461730435386,0.9175223680085344,0.6008495914777681,0.7834090252352388,0.5593953141767196,0.32773976208689215
US2Y,0.8173139176033382,0.8552162488239105,0.00032298256461085864,0.8080915257089648,0.101425076742781,0.3598787019688257,0.6542899933042337,1.7189896961566247e-23
DXY,0.3185676722870768,0.32689872501072376,0.9528953723724364,0.75793298563805,0.5034785077542094,0.3101825792130303,0.8942769293296458,0.13778233821985664
OIL,0.9744188975194394,0.19883878137027441,0.4497959422984549,0.7570458822203198,0.31493173156721777,0.6218335678787035,1.6223674307404904e-09,0.3281663712748347
CREDIT_SPREAD,0.7608454970459854,0.2139646377032007,0.5097607392044414,0.7184098398143829,0.06715391474546302,0.8172656166885154,0.15426137599310746,0.08739899740740056
CPI,0.181547678317204,0.5804737229742135,0.2602273463628948,0.029137414358736433,0.8795967921333764,0.21001762555850043,1.2164829560415231e-05,0.5656930541423344
FED_FUNDS,0.08019823599697751,0.16865346682227403,0.003982592306858775,0.3816166528356773,0.0010790652193246942,0.0027586723795831685,0.9618816476673117,0.00969178818378703
