,VIX,US10Y,US2Y,DXY,OIL,CREDIT_SPREAD,CPI,FED_FUNDS
VIX,0.8094192344746798,0.6788624636851068,0.7326786531583608,0.3059790149339251,0.38381059626723796,0.7950770545127419,0.3996165931996727,0.735449062729712
US10Y,0.5646874422901657,0.8742383396660109,0.9490520216088304,0.6653418516070335,0.9281920454395828,0.6580124671175718,0.6421124255471982,0.8065521335410342
US2Y,0.6075394478590589,0.8665824305372584,0.5166132996391107,0.5481379637968405,0.37457432800699386,0.1268454101855347,0.7157484617566585,0.3689766796674224
DXY,0.8635530534231496,0.8201095157126084,0.7908309746983041,0.12713724386765213,0.01613994556902825,0.07521737785863383,0.8074175150411929,0.9526898924296461
OIL,0.5162909346036448,0.4488578995509793,0.6323977992399663,0.8334568592629011,0.18973797507944362,0.26010813188615295,0.37377144597780343,0.42359553581311205
CREDIT_SPREAD,0.6035224094379608,0.9060215639521189,0.5524447857472182,0.24568512639717238,0.5256537397423713,0.7034593483102979,0.8738350680555231,0.9915993727719712
CPI,0.12566846763386072,0.6033703618776953,0.2819193056114606,0.27414610288152763,0.8761861463702445,0.7329705226473179,0.9325588273946489,0.8583796717579173
FED_FUNDS,0.3428550921715043,0.21523779426291337,0.6297884341385288,0.14858942103857212,0.8188316367748744,0.05497858550089583,0.5398251051298721,0.32455165007417663
