,VIX,US10Y,US2Y,DXY,OIL,CREDIT_SPREAD,CPI,FED_FUNDS
VIX,0.3889524064474987,0.5230531161852797,0.1690750491149871,0.41958893561363664,0.31962915012586934,0.14440246302203263,0.9856910342991442,0.3560429477079849
US10Y,0.651289306971741,0.6953772804441527,0.061261002021513175,0.22186018061165852,0.32671469526401464,0.6710719456715444,0.3512142081786336,0.0013501358734258617
US2Y,0.13167317117694602,0.16570612936691417,0.5361576656773016,0.42300988402008466,0.22075089500081094,0.02039576674839341,0.8589113257948394,0.4320040996180128
DXY,0.3436849134585334,0.37994072199048007,0.32659067284021726,0.31939556143849224,0.17629068176583348,0.6889373532206696,0.46515713481862564,0.14162305503373618
OIL,0.8597872274480118,0.4593733823070559,0.3893934278482403,0.9932317262093305,0.891327352862117,0.3403315332003811,0.6287679584850578,0.18995363866558382
CREDIT_SPREAD,0.868037911047878,0.7332551662797958,0.6358772719821391,0.8991274811466244,0.8170818805601664,0.7691713637919793,0.19847830837598437,0.6221455144806188
CPI,0.6271406397563508,0.34167827309624743,0.44951799076724375,0.28650436484343145,0.4842965081343118,0.9587357234100922,0.24711157425845093,0.9456263363763928
FED_FUNDS,0.09628013838203321,0.28321457853942106,0.23675567080147994,0.08662506113053675,0.324577826721007,0.41291189712605514,0.9356708125349359,0.2573280887552061
